Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
50,8.017,7.659,13.667,4.097,10.711,13.529,7.129,10.740,8.753,5.184,4.672,6.494,1.788,4.358,12.511,6.753,6.252,10.198,5.666,6.899,7.534,10.806,11.870,3.197,11.216,8.873,9.113,5.096,14.005,11.547,10.335,10.947,8.170,3.747,7.768,7.693,9.270,6.512,12.399,8.147,3.532,9.843,9.089,10.505,8.435,9.832,12.234,9.310,6.378,1.113,0.000,5.907,8.704,3.426,14.110,3.270,7.051,9.884,9.125,10.752,4.468,4.844,9.810,7.607,3.583,12.188,4.391,11.476
51,12.191,5.641,4.664,10.185,6.950,8.564,7.438,8.303,10.903,6.105,9.947,10.102,2.933,6.626,7.817,8.873,9.023,8.031,3.834,6.149,1.542,6.727,5.102,9.753,12.850,8.461,8.047,3.820,13.522,7.303,8.918,11.275,6.915,6.375,11.253,6.711,9.961,7.051,12.388,3.994,8.635,3.647,4.570,1.169,10.497,8.178,11.648,10.287,5.914,5.178,5.907,0.000,7.691,5.383,3.794,1.720,7.758,6.349,10.760,7.839,9.096,8.162,2.964,6.683,5.462,9.859,2.822,2.766
52,9.171,8.930,9.226,7.741,8.949,9.063,2.417,3.393,11.609,2.361,5.923,9.140,8.940,4.718,12.175,1.800,10.689,6.149,3.299,10.409,4.440,9.966,1.411,11.039,3.683,6.550,2.404,8.802,8.482,8.793,6.141,10.058,8.289,8.339,6.960,11.535,12.590,13.499,13.953,8.777,7.765,6.893,8.082,10.154,9.353,11.754,3.921,13.045,6.958,3.124,8.704,7.691,0.000,4.392,10.099,6.085,10.522,9.688,6.474,11.450,6.965,10.669,9.098,9.643,8.698,6.149,3.089,9.453
53,8.573,8.322,8.240,7.618,12.571,13.161,9.348,7.806,4.465,7.392,6.956,2.237,11.396,13.256,11.047,1.899,7.899,9.328,9.235,9.922,2.724,3.280,5.095,11.611,12.496,6.797,6.819,8.793,6.877,4.932,4.974,8.526,9.350,1.057,2.930,4.096,7.769,13.823,9.411,9.733,9.347,7.088,6.236,3.700,9.936,8.409,8.175,7.962,6.538,8.112,3.426,5.383,4.392,0.000,11.692,12.459,8.632,5.007,3.725,1.499,9.090,5.100,13.403,8.207,5.642,6.332,5.978,3.591
54,10.088,3.615,5.585,6.671,5.777,5.724,11.719,9.236,7.337,3.193,8.704,6.396,8.118,5.456,12.255,10.469,5.895,3.729,7.528,6.812,9.971,6.147,9.900,4.762,14.161,12.417,11.725,3.144,9.545,10.718,4.884,9.204,12.755,7.698,6.750,9.480,6.700,10.421,7.468,6.563,9.583,11.673,9.349,7.863,6.030,2.517,5.956,6.253,8.822,8.315,14.110,3.794,10.099,11.692,0.000,1.405,4.388,11.620,5.433,8.432,8.041,5.046,6.992,6.693,12.179,10.798,7.517,7.149
55,13.740,7.224,12.493,1.608,4.985,8.788,9.540,10.729,3.714,8.078,13.353,11.490,4.739,9.690,8.626,4.983,5.940,6.253,7.234,9.214,8.160,5.870,8.715,7.885,7.604,8.486,10.438,6.556,7.388,8.460,10.212,13.143,3.343,8.271,9.325,10.078,13.383,11.177,10.357,8.939,6.534,9.763,0.589,13.527,8.819,7.619,6.494,4.700,6.964,11.650,3.270,1.720,6.085,12.459,1.405,0.000,6.210,2.562,2.921,11.717,2.766,14.288,13.356,9.199,3.416,11.038,5.680,3.472
56,1.507,2.535,12.045,8.279,5.184,11.175,9.309,11.913,4.329,7.823,9.295,7.036,7.712,5.115,8.152,5.666,3.952,2.300,8.365,11.156,6.882,4.457,9.201,9.734,10.867,10.245,8.497,8.499,8.119,3.220,11.457,8.875,10.900,6.556,6.436,6.251,3.122,7.590,9.702,4.703,6.000,5.180,8.816,4.517,7.825,12.660,9.032,5.448,7.047,4.775,7.051,7.758,10.522,8.632,4.388,6.210,0.000,7.588,7.642,10.285,10.555,1.792,4.464,5.027,4.407,9.531,3.706,7.064
57,3.140,9.972,9.129,9.355,5.939,8.913,10.164,6.125,8.945,9.341,13.064,10.446,8.030,7.441,9.503,9.279,11.781,9.369,10.896,6.768,2.447,9.196,10.828,7.060,9.172,6.785,10.979,3.800,9.592,8.752,8.828,9.835,10.833,7.005,6.071,4.940,1.338,11.047,8.266,5.491,6.982,5.596,12.375,8.043,9.280,3.501,10.062,3.278,8.162,5.521,9.884,6.349,9.688,5.007,11.620,2.562,7.588,0.000,8.567,10.602,5.870,5.131,5.201,3.882,10.012,9.604,6.996,4.140
58,1.555,6.551,7.755,5.883,4.263,7.639,2.743,12.129,8.850,2.739,5.362,13.570,7.401,8.265,2.471,2.368,10.442,8.378,4.765,11.015,3.860,9.081,4.375,4.869,6.033,4.179,7.864,8.470,8.584,7.080,8.253,11.653,8.058,8.203,5.596,7.515,12.726,7.980,7.795,7.744,9.656,12.955,2.817,8.873,4.435,8.613,3.693,4.475,11.513,3.214,9.125,10.760,6.474,3.725,5.433,2.921,7.642,8.567,0.000,3.967,6.404,6.690,7.481,9.410,5.984,5.216,0.852,5.143
59,7.913,8.143,7.683,6.142,12.419,12.464,8.953,9.017,4.125,8.745,8.108,13.199,6.512,12.492,10.539,8.521,10.624,4.714,5.438,6.658,7.860,12.738,3.170,14.609,11.229,10.228,12.302,10.004,9.562,6.697,6.761,5.906,7.782,5.727,9.025,5.708,9.851,6.605,11.945,9.251,7.985,6.352,10.959,6.542,9.935,2.345,9.517,8.727,6.864,8.535,10.752,7.839,11.450,1.499,8.432,11.717,10.285,10.602,3.967,0.000,8.843,8.798,9.666,10.662,3.641,6.673,10.780,4.438
60,8.337,2.242,10.297,12.277,2.190,1.682,3.071,11.053,7.533,1.408,9.177,6.243,9.160,8.731,9.751,9.575,6.766,1.689,4.742,3.882,7.370,6.408,8.904,3.037,5.536,8.607,13.289,5.331,11.101,8.046,11.223,9.029,7.472,7.907,9.877,6.986,13.291,10.545,1.888,8.205,2.989,8.399,10.938,10.989,8.190,7.367,11.434,12.375,8.314,6.947,4.468,9.096,6.965,9.090,8.041,2.766,10.555,5.870,6.404,8.843,0.000,2.099,4.095,10.792,12.019,6.382,6.099,9.279
61,7.752,9.857,7.861,5.871,6.505,9.629,9.328,2.387,7.758,10.474,9.628,5.423,9.007,1.196,4.765,3.903,11.190,8.252,5.996,6.447,6.461,4.454,4.762,12.661,4.781,10.478,8.957,9.081,8.986,13.437,6.735,5.074,4.763,8.254,8.563,6.713,7.941,9.460,4.041,7.389,11.644,8.179,12.114,13.839,6.209,7.589,10.711,3.348,6.136,4.921,4.844,8.162,10.669,5.100,5.046,14.288,1.792,5.131,6.690,8.798,2.099,0.000,3.716,7.306,9.100,5.615,10.914,12.793
62,6.810,7.138,11.929,7.383,3.065,8.612,7.098,9.638,6.224,8.769,8.565,12.287,4.076,2.869,10.703,7.562,8.236,11.852,1.289,6.318,1.214,7.780,11.679,4.359,8.063,4.082,13.088,6.369,4.826,11.689,3.464,6.349,5.310,8.159,8.118,6.474,3.413,6.762,8.611,5.281,14.847,8.536,6.136,3.780,6.096,7.357,5.739,6.149,11.105,10.237,9.810,2.964,9.098,13.403,6.992,13.356,4.464,5.201,7.481,9.666,4.095,3.716,0.000,9.139,4.658,9.837,8.776,3.117
63,7.091,6.426,12.475,9.776,3.300,12.314,11.449,2.011,7.243,14.205,7.018,8.730,3.149,8.123,10.346,11.192,7.153,9.293,8.517,11.085,7.582,3.787,10.482,8.953,7.002,9.720,6.872,13.004,4.028,9.379,12.585,2.289,7.471,5.266,5.436,10.287,11.115,11.982,9.002,6.163,12.120,9.134,2.856,11.283,8.146,9.732,9.157,7.952,7.445,12.391,7.607,6.683,9.643,8.207,6.693,9.199,5.027,3.882,9.410,10.662,10.792,7.306,9.139,0.000,10.038,9.213,6.333,11.065
64,5.539,8.314,9.078,7.493,8.301,7.356,4.957,8.757,4.582,5.694,7.720,5.198,3.819,11.668,2.390,10.553,6.741,8.731,2.207,9.834,8.024,5.032,6.772,4.705,3.462,7.672,5.776,8.184,3.375,1.843,10.412,5.872,12.626,5.370,9.679,4.046,4.461,1.711,4.981,9.111,11.370,2.220,9.717,11.814,7.027,6.372,8.640,2.902,2.411,10.244,3.583,5.462,8.698,5.642,12.179,3.416,4.407,10.012,5.984,3.641,12.019,9.100,4.658,10.038,0.000,2.197,4.046,7.999
65,5.148,9.884,5.455,7.911,7.888,9.843,8.678,5.598,6.803,9.166,11.934,11.141,8.816,11.519,5.145,5.923,7.968,7.268,8.265,5.302,13.836,7.053,3.846,6.660,4.450,9.946,7.235,6.332,3.113,6.895,5.842,10.897,6.788,8.833,12.502,3.124,9.218,7.958,6.833,11.540,5.174,10.924,12.891,7.734,5.955,7.770,3.833,5.332,12.248,13.002,12.188,9.859,6.149,6.332,10.798,11.038,9.531,9.604,5.216,6.673,6.382,5.615,9.837,9.213,2.197,0.000,7.107,8.616
66,7.178,11.424,3.565,11.406,8.051,9.094,9.655,6.581,4.324,8.494,5.178,9.845,4.988,8.578,9.227,4.994,8.583,5.705,8.704,2.681,4.776,11.701,7.423,9.402,8.145,10.382,10.377,8.971,4.455,8.634,8.138,2.311,10.972,8.363,10.194,6.708,10.916,7.262,7.451,13.261,11.612,2.549,8.370,3.240,2.838,7.600,7.094,7.803,8.091,6.767,4.391,2.822,3.089,5.978,7.517,5.680,3.706,6.996,0.852,10.780,6.099,10.914,8.776,6.333,4.046,7.107,0.000,5.657
67,11.123,7.766,13.770,13.601,6.430,2.661,14.077,5.727,7.971,13.281,6.298,5.861,2.256,11.550,4.372,6.604,7.690,12.837,6.972,7.061,10.378,6.865,9.572,7.701,11.260,6.151,10.928,6.308,11.544,9.320,9.923,7.516,12.587,12.126,10.457,3.410,10.874,6.021,6.272,5.349,7.331,5.852,4.755,8.251,8.838,6.768,10.758,3.316,11.328,11.184,11.476,2.766,9.453,3.591,7.149,3.472,7.064,4.140,5.143,4.438,9.279,12.793,3.117,11.065,7.999,8.616,5.657,0.000
